,Label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
0,1,0.3207810697918149,0.28947680935973635,0.3286051799750858,-0.22474225127581,-0.031990485273410876,0.1602233989643115,0.0086999830706881,0.029618047724606314,-0.07434049329744813,0.055191359315503535,0.04317219708103708,0.06554374345765829,-0.009352728089455331,-0.10250108334112504,0.02113489714073297,0.01483986061435915,-0.029654195182795037
1,1,1.2799044808626743,0.634006598885394,-0.2629187339881933,0.14116537055292044,0.3718438059021033,0.2021675031260311,-0.04123692158120942,-0.21223798551243955,-0.07480787730541598,0.17162795974381972,0.11574540336305092,0.15899132188493345,-0.05689285529469798,-0.016160488015491144,0.05442722473016396,-0.11163402846356825,0.12699370572426072
2,1,1.1226370275508648,0.7313456159602763,-0.041981739525045365,-0.11244901122720517,0.22308623988963908,0.2892856821897602,0.04884854358820208,-0.28755438475934025,-0.056337930045647105,0.23142654663027268,0.03408132271282938,-0.05934869568935737,-0.06973910009914315,0.07902540821756694,0.1487619731109971,-0.09349411368285507,0.11923312287638145
3,1,1.1027324502368954,0.8034027866526294,0.04819412315981374,0.08297449226445049,0.32832558601488,0.19353006392530306,-0.036620742664682474,-0.17541174055722375,-0.16710532073296852,0.020427249242058035,0.0793214402438957,-0.011079699073486486,-0.08036343297715813,-0.0029924508947278762,0.09381155605061682,-0.04773597386339867,0.038357307870064174
4,1,0.3909635638011605,0.060020811429781835,0.3743401205882906,-0.2731120729922437,0.19243885897552515,0.007020554944935607,-0.05935882184734205,0.10248365537879012,-0.04269088802503413,-0.004293243697627974,0.015733729191821304,0.005159833830930393,0.000994499127970372,0.028297103937635355,0.07396761636414981,0.0049001201899715385,-0.01361914553174509
5,1,1.5830053337923475,0.03508970247498989,0.10601565466962756,0.005854623465392822,0.3416394186293281,0.09019747294378627,0.03962323743910703,-0.06332230060805888,0.06244065058739192,0.26688926827431103,-0.09610630813968445,-0.25974001131074254,0.2938897477770727,0.005367284497602394,-0.034914997342306256,-0.09053999731681228,-0.18168175814669713
6,1,1.1080341908449274,0.06637319710904398,-0.1229564179102691,0.19290444240339508,0.4410579424195182,0.09371262359978763,-0.07236862845750201,-0.0537230153367042,0.13558539675237846,0.11078160338267283,-0.14997378052019528,-0.029663659068400447,0.0789887840198363,-0.05156372779153505,-0.12154425898369164,-0.04881376619701552,-0.061854961859776555
7,1,0.44018459362647827,-0.3708404950481431,-0.015090386297452895,-0.14441936559248938,0.01822733262623062,0.020777887949339765,0.03464275271309923,-0.06301542505715513,-0.01984710256407697,0.09160958804268149,-0.1228234923265901,-0.1445826447274145,0.05975919232681869,0.03864938638031357,0.011751211616848422,-0.038022500560645225,0.027637456886669843
8,1,1.0460154943555917,0.49701456761072244,-0.17239570973908724,0.003460089878297201,0.3514935394356906,0.024629682427122056,0.07500948369275234,0.014336575284296427,-0.03766861963490051,0.027456943997738653,-0.265754802318177,0.04926039839223521,0.015521475652411989,0.08020310971467415,0.04707528769122184,-0.0927974393777397,0.06496006684418311
9,1,0.7565059214037507,-0.23571454659830807,0.1626603850986373,-0.2416204998282305,0.025565775632511827,-0.02085294671819153,0.036425058387825573,-0.09849285242462719,-0.08399193539996984,0.059210255244573455,-0.1640712376733812,-0.11775102878283976,0.030551782977575638,-0.06661620776289398,0.022789332580580288,-0.0669474651810309,0.020129157693797334
10,1,1.3163931330687133,0.15590219060606378,0.08652902555586532,-0.0655041753991916,0.3109530389165903,0.03687269887345182,-0.02285633247258413,-0.05863405693136462,-0.05253990194353828,0.08313487759222708,-0.02404271991422369,0.2506029053099205,-0.021897007196220074,-0.04239116564221634,-0.13681981113559172,-0.04362428792284944,-0.056195902690416084
11,1,0.29207054410445643,-0.06122782641503205,0.12655902289357965,-0.11366687577515844,0.2439959846403376,-0.03316900630504326,-0.08643917590851048,-0.03413028658141964,-0.019467557889826775,0.06368197585581557,-0.002695974693613487,-0.02151002535808952,-0.06192641926086912,-0.029889469591468324,0.12391719516939782,-0.08335325257990872,-0.033414384393129076
12,1,1.2123098761087898,0.20149609384498224,-0.08300350295432084,0.2673626828698374,0.4230217405423683,0.19133601979487241,0.002406699573391859,-0.21196679522873757,0.2504563009507945,0.1466432027635478,-0.05381618680493166,-0.05601948206277478,0.3726751679869585,-0.11318820972262754,0.10661566300859983,-0.08555330376561772,-0.048480658081930854
13,1,0.3299687350363646,-0.008775767077017858,0.23970255539945787,-0.21556020149962787,0.566313301267955,0.11144336650317159,-0.034025762404671235,-0.109692273330072,-0.09835925836247233,-0.007330436891071456,0.029526410580702024,-0.03006334456102384,-0.030625125436432882,-0.002084035950911436,0.08880945707998247,-0.04718463461136292,-0.02798878155057299
14,1,0.6082677049721718,-0.23024559082042914,0.023916840640212485,0.01797726596052952,-2.8919616858138793e-05,0.03854765758088635,-0.06128135251383755,-0.10874876906873851,-0.04491952983688581,0.007791407436368642,0.0333186477488198,0.1281713824017984,-0.025493174495603343,0.03077378646948204,0.053960426631382265,-0.07415475281015753,-0.010892748132191543
15,1,1.3407711847833212,-0.4286325567318116,-0.020557335706571058,0.2858010426832853,0.3213827481825445,0.1696522729833732,-0.03466268583898833,0.06705957833176901,-0.13698653333156624,0.10295008727973445,0.056614805550947174,0.38355616334056025,0.25058534389697923,-0.16888329771562902,-0.24258190196373508,-0.07269663178478589,-0.14205967597975697
16,1,0.9185818422625049,0.5628735464653907,-0.17751524530626167,0.04111637674534847,0.20777431614735098,0.21525506058906585,-0.05279645965639181,-0.052720683868224566,-0.15206497759249143,0.12947370207536757,-0.11919112427947358,0.05228239695678808,-0.04763089013595471,-0.014368004339847347,0.012232330455595483,-0.053520045303154816,0.030461255827846232
17,1,0.025848270697112027,0.13118526767495914,-0.07323272288820169,-0.06784313093551161,-0.22626019373402156,-0.05763478838115259,0.0008811696087828556,0.06071889589574603,0.07265691205113303,0.07931348881477072,-0.0017153432308963249,-0.011089323400716146,-0.003376218672952074,0.08200736943876082,-0.015863423380672616,0.11225590114580708,-0.05183068199915154
18,1,0.6910220924205617,-0.2302283242219102,0.02190500093621148,-0.24180677743978501,0.15741431461266606,0.15315901422253736,-0.014673891150169656,-0.1477111577015572,0.014197931542447098,-0.020597752714580912,0.17008691006340204,0.07375655407857235,0.03491950491749147,0.03417879609431711,0.025879365788612465,-0.051474661401616606,-0.014321795872296003
19,1,0.14985417565642156,0.23247365983307441,-0.3030034931194542,-0.10318048797777435,0.08294238043229768,0.044589999039620604,0.010003328209969738,-0.04022718944283202,0.12913561569910145,0.17023527289070378,-0.06979961207937511,0.13775715441610642,-0.09424590966180132,-0.0019188536012367265,-0.0007504658265617765,-0.07058389289907568,-0.060925613997465315
20,1,0.25193028667007417,-0.25515855882387334,-0.05822328989877103,-0.09836008212752494,0.11815205142014228,0.11249336613033299,-0.00843229695540374,0.09823452115370467,-0.017274528505389127,0.04457883078077081,-0.10270163952094007,-0.021525944169677604,0.023508896567022878,0.018413937713059353,-0.0003320232667265289,0.01039735340663736,0.005867902033794213
21,1,0.6015843316898503,0.7433434126955875,-0.010652572654955221,0.1152829293314194,0.17785227940508005,0.07927412284475024,-0.15387837169680743,-0.2427136152657315,-0.17252402518431653,-0.043696385958396665,0.021920948705840087,-0.07901344979756215,-0.010390712035395181,0.1128272101792303,0.06780307947971166,0.028179085373704765,0.08979030347558399
22,1,0.34663870374114353,0.35431128170634535,-0.17434086371764712,0.2784905895015798,-0.07050369842914214,0.04531048168413702,0.08993503855779206,0.051000380197689876,0.005020353677379438,0.19237680942608593,0.028335517973091893,0.10477583290659646,-0.13372520674322194,0.01260907768069849,-0.016270766947786106,-0.002595994614890128,-0.06633404705715475
23,1,-0.04438533361001337,0.4437802819525599,-0.29991462197464314,0.04598480248022633,-0.10750532365895629,-0.15909268427317494,0.022894099302172923,-0.04642399482316153,0.08937046216859632,-0.10474381214823467,0.01162202273477018,0.00048265691687073887,-0.03316481035303233,-0.01017651894135654,0.048920963307981756,-0.000667561700965587,0.013726180725897496
24,1,0.3767620244443761,-0.14121960954975055,-0.38044298835011703,0.03331240491681281,-0.07415790522375955,-0.1692300860725392,-0.04294666724727921,-0.015760050436686525,-0.008182073068417433,-0.06822862269224247,-0.2559514529792077,0.042953899224426356,0.12820907188815014,-0.06776295463025055,-0.07654819052457838,-0.04963167939179049,0.012881178587595406
25,1,0.4022028612665622,0.0311345604181482,0.018055276696213242,-0.16298546297141672,-0.020674881979981782,-0.20091503372768377,-0.04641881914885979,-0.03595688990964253,0.004868838106649885,-0.0889610582220169,-0.013965074239284158,0.009072985370373987,0.01541427946160447,0.0730739028323566,-0.01698621829570436,0.029940757050316198,0.015923025182178988
26,1,0.010774287229545739,-0.032207085066947486,-0.11071450146524259,-0.2550786481574589,0.06326010664805948,-0.05658424959575194,0.005659060714782464,0.0001743123247970201,0.027700745180904814,-0.08754331629170323,0.10238687857224757,0.03307524388713092,0.004287975372734826,0.010596218604656095,0.05832814974123713,-0.01536849325863096,0.009625506020863088
27,1,0.24539001936921587,-0.16094683229314793,-0.024671380597804583,0.009727510529729892,0.001327467342284622,0.16657572625159958,-0.0044288255278788794,0.32410212277714917,-0.13202303649699976,-0.05344098433425825,0.031407947208734924,-0.03365650858673416,0.03710741634323718,0.07746848281451917,0.018187618875287474,0.0035841223873682468,0.03721420125227836
28,1,0.6188672905680052,0.3344612743362538,-0.09068699776141308,0.08692371617039843,0.3438962345748277,0.08476839596129482,0.04707884611263834,0.11385959014872363,-0.1772506104344608,-0.0714089687336083,-0.12682346815826465,-0.0009036557849992012,0.002374567129993133,0.044952960867894604,0.031159702739937838,-0.015372645076564028,0.0019803558705408933
29,1,0.8025620603858825,-0.02654214641719438,-0.06746854471971424,0.003074402368899345,0.041735717332332264,0.13459783782002166,0.008209069098113326,-0.08986533011047311,-0.17226269792649854,0.16037688263146802,0.03188542145158611,-0.15654969479981806,0.0059177101223207365,0.023052264329746077,-0.03004246220318632,-0.08530840187401204,-0.04456087730368748
30,1,0.2109011781655942,-0.12091162478967128,0.08036377747532103,-0.05025397944014193,0.17498462272283108,-0.015109832736916039,-0.10417187438833037,-0.05321970176587304,-0.1450903629474305,-0.025192648405540478,0.0032377091661725025,-0.007440470853305182,-0.028276258816989076,-0.01579946405153335,0.07474347829058216,-0.047763739231950514,-0.0076767320140781956
31,1,0.8197910582448763,-0.13283902290098007,0.033848286055186264,-0.11139946067309163,0.05431853388204419,-0.01654326646533634,-0.06990440086836058,0.03929003755890449,0.029835661876560823,0.08898307553481967,-0.1424621158946121,0.3136827612226534,0.18986138001980374,0.16935334796707638,0.08784920024478439,0.020156025158032654,-0.12854387047966223
32,1,0.5963879054582666,0.406408685904017,0.04601604132238178,-0.1732730118630203,0.3412166554904608,0.030564403490740577,-0.027090214805143686,0.02598746078012823,-0.04619350211794764,0.051367583889263366,-0.06765771098005437,0.03047113581638872,-0.02543254620239754,0.05598600071226157,-0.08704606593217645,0.05072698089027364,-0.05663859325308646
33,1,0.6070413631997416,0.7598196207685058,-0.3150057468653635,0.09006474522286731,0.12213931483332206,-0.0014834422708677433,0.001752654432307886,-0.05532476565697554,0.21685807924568157,0.08064511073915646,0.10097395530181244,-0.019685922165099685,-0.08571833471501634,-0.039784840110978596,-0.09854522233428009,0.048637400649483645,0.08034369429316353
34,1,0.7663969280936066,0.19256923036194418,-0.19039163278112078,0.25405897844778996,0.296834455673649,0.2415634289001252,0.13695659088628473,0.14080120015282635,-0.10366302042172569,0.2430678252959988,0.05668777859235684,-0.020663371419029044,0.0010604497531184471,-0.09205229279544534,0.04200842897214932,0.019930885647359578,0.17424550207289016
35,1,0.6783953943329937,-0.24883016368600266,0.0996982137909191,-0.37067842433549036,0.09825304186467682,0.17443956218348713,0.0036085172785841517,-0.09086373560404135,0.05405710076356157,-0.08643741327764615,-0.025933551255592487,0.171036586454025,0.04245158547226053,0.10311023005831299,-0.017462378146132995,-0.055230728541109594,0.03171005633975582
36,1,0.9326235816474906,0.4922996333932564,0.1798306896617399,-0.11953849439532832,0.23794573753603876,0.05391098441074481,0.04104580967918584,-0.03238207282556375,-0.20845424845963728,-0.07120647273428592,0.20122541912695954,-0.014014206123233562,-0.005756078932967395,0.08875096657489669,0.03664896026383598,0.0375859528023571,0.010253104259154003
37,1,0.751332024292899,0.029684230335239647,0.22009816337966778,-0.3968027285443456,0.06619761616088182,0.02201538008030809,0.049262072730847775,-0.12671503609869458,-0.10704461943052779,0.016938191245101923,-0.02419554707508391,0.040616025892271965,0.012528558471735502,0.05199021629659308,0.019390799763172505,-0.02117814098470229,-0.0009198821270779939
38,1,0.7244975077423108,0.6944430189204235,0.26109094644120445,-0.33899873639398126,0.2546969946425787,0.07727839880073469,-0.022672578745370667,-0.08571249429951161,-0.2078266681351803,-0.10084522173570225,-0.01993129794935172,0.008621537473499266,0.04827022095492882,0.09130356687552597,0.007315981795346554,0.03935260208313392,-0.04060577557088126
39,1,1.177934449924135,-0.08253093831461956,0.23190616418096763,-0.45220621469082045,0.27630390997734894,0.08040785271864889,-0.032710260609553905,0.08584791291026303,-0.12728476625430749,0.02596798317004595,-0.1244247863240608,0.08815234194665857,0.08205674278903449,-0.017151802832497762,-0.11642597958549049,-0.021776827774113276,0.018185392028735103
