,Label,PC1,PC2,PC3,PC4,PC5,PC6
0,1,0.3051683532930904,0.1463282392327465,0.42925299778448095,-0.2230107828392678,0.016387453889748743,0.14128820236796782
1,1,1.2912717518132737,0.756265876697927,-0.17194968568908248,0.036133472853423824,0.0831594218050773,0.24693476681918058
2,1,1.1579695775457397,0.6855652776581669,0.09947769240904443,-0.21950194620027902,0.037455496722375525,0.3260157341329738
3,1,1.1336672110972383,0.9005866152851134,0.12346298657764772,0.034782409302102614,0.10192059588932936,0.20705610557263365
4,1,0.39329884674866855,0.04842229259168282,0.44405489742444104,-0.08222272258688902,0.27937812732638984,-0.013003140370482086
5,1,1.5258580085275792,0.18004397976746078,0.17777875762960815,0.056507978626235675,0.23464955273176127,0.1289061507795421
6,1,1.0924957238493163,0.2684102417226998,-0.1644978956838916,0.2548307081910867,0.24891562803548434,0.13679581850674746
7,1,0.3949207091014952,-0.37156747438435944,0.022566456634344537,-0.07738976178100047,0.11141272112999205,0.03468488275910567
8,1,1.0770614167106618,0.6432603535058813,-0.1328826560088333,0.003546229262330237,0.19330555730325824,0.03984208136601603
9,1,0.7683582194323378,-0.3142520567721372,0.17521075614103382,-0.13085287598254294,0.13235829990305945,-0.011269449076204762
10,1,1.3585412155638652,0.24436905525696342,0.12466057467237866,0.08572983315428696,0.21372490433403327,0.0490992937298927
11,1,0.3114910614280362,-0.029224799489688986,0.12091236980155258,0.015824047654775412,0.2690410421344232,-0.005534034274017144
12,1,1.1919545714322193,0.4094871340160955,0.01047793168519623,0.38837140673223636,0.12230609547187005,0.2517946078985401
13,1,0.4117942396244055,0.10923721473940708,0.22342127044428786,0.046734503453357265,0.5614244319760407,0.12703854353680313
14,1,0.6201386523111515,-0.26019617220347024,-0.0027167493539047563,0.07675138065620452,0.006118936675867673,0.03127205568331765
15,1,1.3867300734520327,-0.3111568613915036,-0.10498248207145568,0.48194128340077963,0.12456822474414465,0.23218212660168433
16,1,0.9007117141564712,0.6089339399559364,-0.0560624770274496,-0.08166995656496781,0.01492776971656951,0.24244285360004092
17,1,-0.05437314955356166,0.054456650492328264,0.004629747467471025,-0.1968255416068449,-0.165318374963447,-0.06952364016327463
18,1,0.7319253310052329,-0.2551415029254208,0.05262849964142146,-0.08965104753836958,0.22626311644477837,0.15422871335098923
19,1,0.16376288228853292,0.17347249965368527,-0.2828489140933163,-0.18251196773430842,0.04945217660913141,0.06929777296841647
20,1,0.22275570645031603,-0.220028282001654,-0.044703863857336,-0.03509597225572173,0.16326466135738535,0.11597176893348506
21,1,0.621544038613486,0.8123508216547324,0.02197755773346497,0.0020622825445043495,-0.003770044566317788,0.08193606290216758
22,1,0.32753788944991746,0.3055615128252431,-0.1939698280328917,0.09181582125571704,-0.26949954352518957,0.08911910029331628
23,1,-0.062117962436154486,0.452800655781159,-0.2717153798451252,-0.09704172074484223,-0.15603752931995177,-0.17172209934632168
24,1,0.3439826240853957,-0.09368259176543609,-0.3968800357075292,-0.024662209657917485,-0.05603980904018894,-0.1796105054587084
25,1,0.396887841898502,0.026804190562330604,0.04230300941028747,-0.09019558078861399,0.06050516210188107,-0.2385888265894664
26,1,0.02992222091907397,-0.052076839201829137,-0.09991985476119261,-0.1898917155915426,0.1835235810730776,-0.07791489151973931
27,1,0.221878902700377,-0.1772554604742948,-0.03685266234676214,0.03267508211554112,0.01464786406447631,0.14405234837740463
28,1,0.6514432659500026,0.47448465916058896,-0.13273783895472127,0.11575353141958664,0.22265743668717589,0.09411736029558954
29,1,0.7727174472233199,-0.03709261402979756,-0.02733925952392601,-0.04471938057840712,-0.0030150453922473445,0.1652672594475879
30,1,0.21976618689406838,-0.08916294155050632,0.06417886611191495,0.0462670698561035,0.19874233172263184,-0.0008019390919990513
31,1,0.8671999401141559,-0.1741858516349376,0.010782730596426256,-0.012943287314907136,0.08848889765160663,-0.01909343722367166
32,1,0.6022298549715518,0.4777280908520199,0.1139804364088477,-0.089717400022186,0.29210723343729705,0.03619533783668044
33,1,0.5923571641995312,0.8261468271092225,-0.266398886959793,-0.07883060965749421,-0.08082119093010554,0.0033327878513063542
34,1,0.7575751540996338,0.26262527576468203,-0.20989629664582488,0.19082507748305205,0.045611108396944315,0.3258955614059196
35,1,0.6920711280279532,-0.29368357379740373,0.1782496596398961,-0.21947942971015433,0.24932710516027679,0.11400354570273875
36,1,0.9771723941331978,0.5188109917375698,0.2150022563900341,-0.07369328981562966,0.17827828040894605,0.0446306431959731
37,1,0.7797096069009932,-0.08241883738520972,0.305208667013396,-0.28680582787558645,0.19227961498328955,0.009144723821848763
38,1,0.7711596427718274,0.6847454908372409,0.362879065767295,-0.2906596508830411,0.2768956224820499,0.04192846836882517
39,1,1.209733211253767,-0.10564978226412541,0.3220622261274335,-0.23225388717866102,0.39449060182281315,0.05569700959997574
40,1,0.9411265974052948,-0.426148080296904,0.3312174679773877,-0.08632059496000029,0.23079480712095393,0.08114977168590598
41,1,0.9158659166603573,0.14614023129318296,0.32900920986545773,0.0776550045960615,0.7797077141135539,0.017630250386713273
42,1,1.2796295468510435,0.25922815382519027,0.2389103642143864,-0.15812398968001795,0.45862456046000477,0.17531593261027878
43,1,1.5431847161056138,-0.14689187427426703,0.5568403309053969,-0.2015329286389468,0.4963526076536819,-0.012911242389308504
